id,status,reason,confidence
1272,accepted,Authentic grievance,0.9715405106544495
1273,accepted,Authentic grievance,0.9449779391288757
1274,accepted,Authentic grievance,0.9926661849021912
1275,accepted,Authentic grievance,0.9988647699356079
1276,accepted,Authentic grievance,0.988997757434845
1277,accepted,Authentic grievance,0.9368182420730591
1278,accepted,Authentic grievance,0.9301438331604004
1279,accepted,Authentic grievance,0.940685510635376
1280,accepted,Authentic grievance,0.9990414977073669
1281,accepted,Authentic grievance,0.9823894500732422
1282,accepted,Authentic grievance,0.9986288547515869
1283,accepted,Authentic grievance,0.9955809712409973
1284,accepted,Authentic grievance,0.9928845763206482
1285,accepted,Authentic grievance,0.9625460505485535
1286,accepted,Authentic grievance,0.863305389881134
1287,accepted,Authentic grievance,0.9734811782836914
1288,accepted,Authentic grievance,0.9964585900306702
1289,accepted,Authentic grievance,0.9655468463897705
1290,accepted,Authentic grievance,0.7622005939483643
1291,accepted,Authentic grievance,0.7326385974884033
1292,accepted,Authentic grievance,0.8070136308670044
1293,accepted,Authentic grievance,0.6217837929725647
1294,accepted,Authentic grievance,0.5871493816375732
1295,accepted,Authentic grievance,0.5938883423805237
1296,accepted,Authentic grievance,0.7717927694320679
1297,accepted,Authentic grievance,0.8464915156364441
1298,accepted,Authentic grievance,0.6563072800636292
1299,accepted,Authentic grievance,0.7193170785903931
1300,accepted,Authentic grievance,0.9498552680015564
1301,accepted,Authentic grievance,0.5138882994651794
1302,accepted,Authentic grievance,0.6693319082260132
1303,accepted,Authentic grievance,0.6519768238067627
1304,accepted,Authentic grievance,0.895453929901123
1305,accepted,Authentic grievance,0.6484249830245972
1306,accepted,Authentic grievance,0.6920516490936279
1307,accepted,Authentic grievance,0.8315570950508118
1308,accepted,Authentic grievance,0.7652004361152649
1309,accepted,Authentic grievance,0.7310153245925903
1310,accepted,Authentic grievance,0.8849374651908875
1311,accepted,Authentic grievance,0.7068066000938416
1312,accepted,Authentic grievance,0.6929010152816772
1313,accepted,Authentic grievance,0.6583565473556519
1314,accepted,Authentic grievance,0.510082483291626
1315,accepted,Authentic grievance,0.689048707485199
1316,accepted,Authentic grievance,0.5384037494659424
1317,accepted,Authentic grievance,0.8793609738349915
1318,accepted,Authentic grievance,0.5087528228759766
1319,accepted,Authentic grievance,0.9106397032737732
1320,accepted,Authentic grievance,0.6076845526695251
1321,accepted,Authentic grievance,0.8922117352485657
1322,accepted,Authentic grievance,0.7736513018608093
1323,accepted,Authentic grievance,0.9772436618804932
1324,accepted,Authentic grievance,0.7680472135543823
1325,accepted,Authentic grievance,0.6424602270126343
1326,accepted,Authentic grievance,0.6761745810508728
1327,accepted,Authentic grievance,0.7609761357307434
1328,accepted,Authentic grievance,0.657027542591095
1329,accepted,Authentic grievance,0.6702011823654175
1330,accepted,Authentic grievance,0.6456604599952698
1331,accepted,Authentic grievance,0.5068435072898865
1332,accepted,Authentic grievance,0.9210172891616821
1333,accepted,Authentic grievance,0.6067253947257996
1334,accepted,Authentic grievance,0.7255275249481201
1335,accepted,Authentic grievance,0.9017696976661682
1336,accepted,Authentic grievance,0.6739541292190552
1337,accepted,Authentic grievance,0.5739743709564209
1338,accepted,Authentic grievance,0.6456604599952698
1339,accepted,Authentic grievance,0.5068435072898865
1340,accepted,Authentic grievance,0.9210172891616821
1341,accepted,Authentic grievance,0.6067253947257996
1342,accepted,Authentic grievance,0.7255275249481201
1343,accepted,Authentic grievance,0.6582672595977783
1344,accepted,Authentic grievance,0.6456604599952698
1345,accepted,Authentic grievance,0.5068435072898865
1346,accepted,Authentic grievance,0.9210172891616821
1347,accepted,Authentic grievance,0.6067253947257996
1348,accepted,Authentic grievance,0.7255275249481201
1349,accepted,Authentic grievance,0.9017696976661682
1350,accepted,Authentic grievance,0.6739541292190552
1351,accepted,Authentic grievance,0.6582672595977783
1352,accepted,Authentic grievance,0.6456604599952698
1353,accepted,Authentic grievance,0.5068435072898865
1354,accepted,Authentic grievance,0.9210172891616821
1355,accepted,Authentic grievance,0.7449719905853271
1356,accepted,Authentic grievance,0.6674425005912781
1357,accepted,Authentic grievance,0.5396668314933777
1358,accepted,Authentic grievance,0.8536458611488342
1359,accepted,Authentic grievance,0.7153182029724121
1360,accepted,Authentic grievance,0.7809820175170898
1361,accepted,Authentic grievance,0.6690971255302429
1362,accepted,Authentic grievance,0.7985727787017822
1363,accepted,Authentic grievance,0.7759839296340942
1364,accepted,Authentic grievance,0.7615988254547119
1365,accepted,Authentic grievance,0.7043254971504211
1366,accepted,Authentic grievance,0.9231194257736206
1367,accepted,Authentic grievance,0.5598451495170593
1368,accepted,Authentic grievance,0.5713122487068176
1369,accepted,Authentic grievance,0.5774927139282227
1370,accepted,Authentic grievance,0.8970734477043152
1371,accepted,Authentic grievance,0.5361956357955933
1372,accepted,Authentic grievance,0.6249005198478699
1373,accepted,Authentic grievance,0.9865037202835083
1374,accepted,Authentic grievance,0.7881825566291809
1375,accepted,Authentic grievance,0.7688093781471252
1376,accepted,Authentic grievance,0.9592531323432922
1377,accepted,Authentic grievance,0.9937173128128052
1378,accepted,Authentic grievance,0.9700074791908264
1379,accepted,Authentic grievance,0.9804869294166565
1380,accepted,Authentic grievance,0.5447483658790588
1381,accepted,Authentic grievance,0.8542618751525879
1382,accepted,Authentic grievance,0.9978973865509033
1383,accepted,Authentic grievance,0.9972270131111145
1384,accepted,Authentic grievance,0.9352819323539734
1385,accepted,Authentic grievance,0.8949052095413208
1386,accepted,Authentic grievance,0.6702011823654175
1387,accepted,Authentic grievance,0.6456604599952698
1388,accepted,Authentic grievance,0.5068435072898865
1389,accepted,Authentic grievance,0.9210172891616821
1390,accepted,Authentic grievance,0.6067253947257996
1391,accepted,Authentic grievance,0.7255275249481201
1392,accepted,Authentic grievance,0.9017696976661682
1393,accepted,Authentic grievance,0.6739541292190552
1394,accepted,Authentic grievance,0.5739743709564209
1395,accepted,Authentic grievance,0.6456604599952698
1396,accepted,Authentic grievance,0.5068435072898865
1397,accepted,Authentic grievance,0.9210172891616821
1398,accepted,Authentic grievance,0.6067253947257996
1399,accepted,Authentic grievance,0.7255275249481201
1400,accepted,Authentic grievance,0.6582672595977783
1401,accepted,Authentic grievance,0.6456604599952698
1402,accepted,Authentic grievance,0.5068435072898865
1403,accepted,Authentic grievance,0.9210172891616821
1404,accepted,Authentic grievance,0.6067253947257996
1405,accepted,Authentic grievance,0.7255275249481201
1406,accepted,Authentic grievance,0.9017696976661682
1407,accepted,Authentic grievance,0.6739541292190552
1408,accepted,Authentic grievance,0.6582672595977783
1409,accepted,Authentic grievance,0.6456604599952698
1410,accepted,Authentic grievance,0.5068435072898865
1411,accepted,Authentic grievance,0.9210172891616821
1412,accepted,Authentic grievance,0.7255275249481201
1413,accepted,Authentic grievance,0.7884787321090698
1414,accepted,Authentic grievance,0.9379273056983948
1415,accepted,Authentic grievance,0.5851437449455261
1416,accepted,Authentic grievance,0.6631478071212769
1417,accepted,Authentic grievance,0.654674768447876
1418,accepted,Authentic grievance,0.9033806324005127
1419,accepted,Authentic grievance,0.8177900910377502
1420,accepted,Authentic grievance,0.9424875974655151
1421,accepted,Authentic grievance,0.968824565410614
1422,accepted,Authentic grievance,0.9909091591835022
1423,accepted,Authentic grievance,0.9178725481033325
1424,accepted,Authentic grievance,0.9334127902984619
1425,accepted,Authentic grievance,0.9791349172592163
1426,accepted,Authentic grievance,0.9957262277603149
1427,accepted,Authentic grievance,0.971687376499176
1428,accepted,Authentic grievance,0.7458996176719666
1429,accepted,Authentic grievance,0.9637451171875
1430,accepted,Authentic grievance,0.8496970534324646
1431,accepted,Authentic grievance,0.9228706359863281
1432,accepted,Authentic grievance,0.9738024473190308
1433,accepted,Authentic grievance,0.8129635453224182
1434,accepted,Authentic grievance,0.9916629791259766
1435,accepted,Authentic grievance,0.9089328050613403
1436,accepted,Authentic grievance,0.9908245801925659
1437,accepted,Authentic grievance,0.9764755964279175
1438,accepted,Authentic grievance,0.8387875556945801
1439,accepted,Authentic grievance,0.5956316590309143
1440,accepted,Authentic grievance,0.9813703894615173
1441,accepted,Authentic grievance,0.9588310718536377
1442,accepted,Authentic grievance,0.9908096790313721
1443,accepted,Authentic grievance,0.6173741221427917
1444,accepted,Authentic grievance,0.6288850903511047
1445,accepted,Authentic grievance,0.9713876843452454
1446,accepted,Authentic grievance,0.9930505752563477
1447,accepted,Authentic grievance,0.9945449829101562
1448,accepted,Authentic grievance,0.9944831728935242
1449,accepted,Authentic grievance,0.9662728905677795
1450,accepted,Authentic grievance,0.9776337742805481
1451,accepted,Authentic grievance,0.7364825010299683
1452,accepted,Authentic grievance,0.6888421177864075
1453,accepted,Authentic grievance,0.9390453696250916
1454,accepted,Authentic grievance,0.9724568128585815
1455,accepted,Authentic grievance,0.8675030469894409
1456,accepted,Authentic grievance,0.7881825566291809
1457,accepted,Authentic grievance,0.7884787321090698
1458,accepted,Authentic grievance,0.9379273056983948
1459,accepted,Authentic grievance,0.5851437449455261
1460,accepted,Authentic grievance,0.6631478071212769
1461,accepted,Authentic grievance,0.654674768447876
1462,accepted,Authentic grievance,0.9033806324005127
1463,accepted,Authentic grievance,0.8177900910377502
1464,accepted,Authentic grievance,0.8780269622802734
1465,accepted,Authentic grievance,0.570716142654419
1466,accepted,Authentic grievance,0.606509268283844
1467,accepted,Authentic grievance,0.7741336226463318
1468,accepted,Authentic grievance,0.5292254090309143
1469,accepted,Authentic grievance,0.8804430961608887
1470,accepted,Authentic grievance,0.9201498031616211
1471,accepted,Authentic grievance,0.7624736428260803
1472,accepted,Authentic grievance,0.8890712857246399
1473,accepted,Authentic grievance,0.796254575252533
1474,accepted,Authentic grievance,0.7107459902763367
1475,accepted,Authentic grievance,0.7882521152496338
1476,accepted,Authentic grievance,0.5622655749320984
1477,accepted,Authentic grievance,0.9226982593536377
1478,accepted,Authentic grievance,0.7378666996955872
1479,accepted,Authentic grievance,0.6989420056343079
1480,accepted,Authentic grievance,0.5459170341491699
1481,accepted,Authentic grievance,0.6701146960258484
1482,accepted,Authentic grievance,0.74882972240448
1483,accepted,Authentic grievance,0.8045340776443481
1484,accepted,Authentic grievance,0.9358877539634705
1485,accepted,Authentic grievance,0.8688135147094727
1486,accepted,Authentic grievance,0.5959118604660034
1487,accepted,Authentic grievance,0.8712248802185059
1488,accepted,Authentic grievance,0.6477999687194824
1489,accepted,Authentic grievance,0.8050988912582397
1490,accepted,Authentic grievance,0.9116299152374268
1491,accepted,Authentic grievance,0.8206233382225037
1492,accepted,Authentic grievance,0.8708792924880981
1493,accepted,Authentic grievance,0.7349728345870972
1494,accepted,Authentic grievance,0.9262371063232422
1495,accepted,Authentic grievance,0.7300875186920166
1496,accepted,Authentic grievance,0.5525732040405273
1497,accepted,Authentic grievance,0.5103177428245544
1498,accepted,Authentic grievance,0.7851396799087524
1499,accepted,Authentic grievance,0.8202691674232483
1500,accepted,Authentic grievance,0.8751082420349121
1501,accepted,Authentic grievance,0.9232909679412842
1502,accepted,Authentic grievance,0.6064701080322266
1503,accepted,Authentic grievance,0.7622005939483643
1504,accepted,Authentic grievance,0.7326385974884033
1505,accepted,Authentic grievance,0.8070136308670044
1506,accepted,Authentic grievance,0.7944692969322205
1507,accepted,Authentic grievance,0.5849694609642029
1508,accepted,Authentic grievance,0.5850639939308167
1509,accepted,Authentic grievance,0.6640559434890747
1510,accepted,Authentic grievance,0.6109563708305359
1511,accepted,Authentic grievance,0.813852071762085
1512,accepted,Authentic grievance,0.7811077237129211
1513,accepted,Authentic grievance,0.9119702577590942
1514,accepted,Authentic grievance,0.5701004266738892
1515,accepted,Authentic grievance,0.8090215921401978
1516,accepted,Authentic grievance,0.8946449756622314
1517,accepted,Authentic grievance,0.9737192392349243
1518,accepted,Authentic grievance,0.6720054745674133
1519,accepted,Authentic grievance,0.9889984726905823
1520,accepted,Authentic grievance,0.5367209911346436
1521,accepted,Authentic grievance,0.9268989562988281
1522,accepted,Authentic grievance,0.9134640693664551
1523,accepted,Authentic grievance,0.6124694347381592
1524,accepted,Authentic grievance,0.8553309440612793
1525,accepted,Authentic grievance,0.9194866418838501
1526,accepted,Authentic grievance,0.9026728272438049
1527,accepted,Authentic grievance,0.5074774622917175
1528,accepted,Authentic grievance,0.917109489440918
1529,accepted,Authentic grievance,0.8121039867401123
1530,accepted,Authentic grievance,0.8080523610115051
1531,accepted,Authentic grievance,0.8502263426780701
1532,accepted,Authentic grievance,0.8722568154335022
1533,accepted,Authentic grievance,0.9579073190689087
1534,accepted,Authentic grievance,0.9963027238845825
1535,accepted,Authentic grievance,0.9970020651817322
1536,accepted,Authentic grievance,0.7449719905853271
1537,accepted,Authentic grievance,0.6674425005912781
1538,accepted,Authentic grievance,0.5396668314933777
1539,accepted,Authentic grievance,0.8536458611488342
1540,accepted,Authentic grievance,0.7153182029724121
1541,accepted,Authentic grievance,0.7809820175170898
1542,accepted,Authentic grievance,0.6690971255302429
1543,accepted,Authentic grievance,0.7985727787017822
1544,accepted,Authentic grievance,0.7759839296340942
1545,accepted,Authentic grievance,0.7615988254547119
1546,accepted,Authentic grievance,0.7043254971504211
1547,accepted,Authentic grievance,0.9231194257736206
1548,accepted,Authentic grievance,0.5598451495170593
1549,accepted,Authentic grievance,0.5713122487068176
1550,accepted,Authentic grievance,0.5774927139282227
1551,accepted,Authentic grievance,0.8970734477043152
1552,accepted,Authentic grievance,0.5361956357955933
1553,accepted,Authentic grievance,0.6249005198478699
1554,accepted,Authentic grievance,0.9865037202835083
1555,accepted,Authentic grievance,0.7881825566291809
1556,accepted,Authentic grievance,0.7688093781471252
1557,accepted,Authentic grievance,0.9592531323432922
1558,accepted,Authentic grievance,0.9937173128128052
1559,accepted,Authentic grievance,0.9700074791908264
1560,accepted,Authentic grievance,0.9804869294166565
1561,accepted,Authentic grievance,0.5304606556892395
1562,accepted,Authentic grievance,0.6375822424888611
1563,accepted,Authentic grievance,0.9022631049156189
1564,accepted,Authentic grievance,0.634736955165863
1565,accepted,Authentic grievance,0.802773118019104
1566,accepted,Authentic grievance,0.6908752918243408
1567,accepted,Authentic grievance,0.6532885432243347
1568,accepted,Authentic grievance,0.6591632962226868
1569,accepted,Authentic grievance,0.8502628207206726
1570,accepted,Authentic grievance,0.8265042901039124
1571,accepted,Authentic grievance,0.724053680896759
1572,accepted,Authentic grievance,0.7837419509887695
1573,accepted,Authentic grievance,0.7175173163414001
1574,accepted,Authentic grievance,0.7507959604263306
1575,accepted,Authentic grievance,0.7029742002487183
1576,accepted,Authentic grievance,0.5953782796859741
1577,accepted,Authentic grievance,0.5004245042800903
1578,accepted,Authentic grievance,0.9006451368331909
1579,accepted,Authentic grievance,0.6833111643791199
1580,accepted,Authentic grievance,0.5628102421760559
1581,accepted,Authentic grievance,0.5041699409484863
1582,accepted,Authentic grievance,0.6079121232032776
1583,accepted,Authentic grievance,0.8028143644332886
